ACTOR_ID,INCIDENT_ID,ACTOR_TYPE,ACTOR_PATTERN
3997,3997,Internal,Miscellaneous Errors
3998,3998,Internal,Miscellaneous Errors
3999,3999,Internal,Privilege Misuse
4000,4000,Unknown,Everything Else
4001,4001,External,Lost and Stolen Assets
4002,4002,Internal,Miscellaneous Errors
4003,4003,External,Everything Else
4004,4004,Internal,Lost and Stolen Assets
4005,4005,External,Web Applications
4006,4006,Internal Partner,Privilege Misuse
4007,4007,External,Web Applications
4008,4008,Internal,Miscellaneous Errors
4009,4009,External,Payment Card Skimmers
4010,4010,External,Payment Card Skimmers
4011,4011,Internal,Miscellaneous Errors
4012,4012,Internal,Miscellaneous Errors
4013,4013,External,Web Applications
4014,4014,External,Web Applications
4015,4015,Internal,Miscellaneous Errors
4016,4016,External,Lost and Stolen Assets
4017,4017,External,Lost and Stolen Assets
4018,4018,External,Crimeware
4019,4019,External,Lost and Stolen Assets
4020,4020,Internal,Privilege Misuse
4021,4021,Internal,Miscellaneous Errors
4022,4022,Internal,Privilege Misuse
4023,4023,External,Cyber-Espionage
4024,4024,Internal,Privilege Misuse
4025,4025,External,Lost and Stolen Assets
4026,4026,Internal,Privilege Misuse
4027,4027,Internal,Lost and Stolen Assets
4028,4028,Internal,Privilege Misuse
4029,4029,External,Lost and Stolen Assets
4030,4030,External,Everything Else
4031,4031,Internal,Privilege Misuse
4032,4032,Internal,Privilege Misuse
4033,4033,External,Lost and Stolen Assets
4034,4034,Internal,Privilege Misuse
4035,4035,External,Cyber-Espionage
4036,4036,Unknown,Everything Else
4037,4037,Partner,Privilege Misuse
4038,4038,Internal,Lost and Stolen Assets
4039,4039,External,Cyber-Espionage
4040,4040,Unknown,Lost and Stolen Assets
4041,4041,External,Lost and Stolen Assets
4042,4042,Internal,Lost and Stolen Assets
4043,4043,Internal,Miscellaneous Errors
4044,4044,Unknown,Everything Else
4045,4045,External,Web Applications
4046,4046,External,Web Applications
4047,4047,Internal,Privilege Misuse
4048,4048,External Internal,Privilege Misuse
4049,4049,External,Lost and Stolen Assets
4050,4050,Internal,Privilege Misuse
4051,4051,Internal,Privilege Misuse
4052,4052,Internal,Miscellaneous Errors
4053,4053,Internal,Privilege Misuse
4054,4054,External,Lost and Stolen Assets
4055,4055,Internal,Privilege Misuse
4056,4056,Internal,Miscellaneous Errors
4057,4057,Internal,Privilege Misuse
4058,4058,Internal,Privilege Misuse
4059,4059,External,Web Applications
4060,4060,External,Lost and Stolen Assets
4061,4061,External Internal,Privilege Misuse
4062,4062,Internal,Lost and Stolen Assets
4063,4063,Internal,Privilege Misuse
4064,4064,Internal,Miscellaneous Errors
4065,4065,Internal,Miscellaneous Errors
4066,4066,Internal,Miscellaneous Errors
4067,4067,Internal,Lost and Stolen Assets
4068,4068,External Internal,Lost and Stolen Assets
4069,4069,External,Everything Else
4070,4070,External,Web Applications
4071,4071,Partner,Lost and Stolen Assets
4072,4072,Internal,Privilege Misuse
4073,4073,Internal,Miscellaneous Errors
4074,4074,External,Lost and Stolen Assets
4075,4075,Partner,Privilege Misuse
4076,4076,External,Everything Else
4077,4077,External,Payment Card Skimmers
4078,4078,Internal,Lost and Stolen Assets
4079,4079,Partner,Miscellaneous Errors
4080,4080,External Internal,Lost and Stolen Assets
4081,4081,Internal,Miscellaneous Errors
4082,4082,External,Web Applications
4083,4083,Internal,Miscellaneous Errors
4084,4084,Internal,Privilege Misuse
4085,4085,External,Cyber-Espionage
4086,4086,External,Everything Else
4087,4087,External,Lost and Stolen Assets
4088,4088,Unknown,Lost and Stolen Assets
4089,4089,Internal,Miscellaneous Errors
4090,4090,Unknown,Everything Else
4091,4091,External,Web Applications
4092,4092,Internal,Miscellaneous Errors
4093,4093,Internal,Miscellaneous Errors
4094,4094,External,Everything Else
4095,4095,Internal,Privilege Misuse
4096,4096,Internal,Miscellaneous Errors
4097,4097,External,Crimeware
4098,4098,External,Lost and Stolen Assets
4099,4099,Internal,Miscellaneous Errors
4100,4100,External,Web Applications
4101,4101,Partner,Miscellaneous Errors
4102,4102,Partner,Miscellaneous Errors
4103,4103,External,Everything Else
4104,4104,Internal,Lost and Stolen Assets
4105,4105,Internal,Privilege Misuse
4106,4106,External,Everything Else
4107,4107,Internal,Privilege Misuse
4108,4108,Internal,Privilege Misuse
4109,4109,External,Lost and Stolen Assets
4110,4110,External,Web Applications
4111,4111,External,Web Applications
4112,4112,Internal,Miscellaneous Errors
4113,4113,External,Crimeware
4114,4114,External,Everything Else
4115,4115,Internal,Lost and Stolen Assets
4116,4116,Internal,Miscellaneous Errors
4117,4117,External,Web Applications
4118,4118,External,Web Applications
4119,4119,Internal,Miscellaneous Errors
4120,4120,Internal,Miscellaneous Errors
4121,4121,External,Everything Else
4122,4122,Internal,Miscellaneous Errors
4123,4123,Internal,Privilege Misuse
4124,4124,Internal,Privilege Misuse
4125,4125,External,Everything Else
4126,4126,External,Denial of Service
4127,4127,Internal,Lost and Stolen Assets
4128,4128,External,Web Applications
4129,4129,Internal,Privilege Misuse
4130,4130,External,Web Applications
4131,4131,Internal,Miscellaneous Errors
4132,4132,Internal,Privilege Misuse
4133,4133,Internal,Lost and Stolen Assets
4134,4134,Internal,Miscellaneous Errors
4135,4135,Internal,Lost and Stolen Assets
4136,4136,External,Cyber-Espionage
4137,4137,Internal,Privilege Misuse
4138,4138,Internal,Miscellaneous Errors
4139,4139,External,Lost and Stolen Assets
4140,4140,External,Web Applications
4141,4141,External,Web Applications
4142,4142,External,Crimeware
4143,4143,External,Lost and Stolen Assets
4144,4144,Internal,Miscellaneous Errors
4145,4145,Internal,Privilege Misuse
4146,4146,External,Lost and Stolen Assets
4147,4147,External,Everything Else
4148,4148,Internal,Miscellaneous Errors
4149,4149,External,Lost and Stolen Assets
4150,4150,Internal,Miscellaneous Errors
4151,4151,External,Lost and Stolen Assets
4152,4152,External,Payment Card Skimmers
4153,4153,Internal,Privilege Misuse
4154,4154,Internal,Miscellaneous Errors
4155,4155,Internal,Miscellaneous Errors
4156,4156,External,Web Applications
4157,4157,Internal,Miscellaneous Errors
4158,4158,Internal,Miscellaneous Errors
4159,4159,Internal,Miscellaneous Errors
4160,4160,Internal,Privilege Misuse
4161,4161,Internal,Miscellaneous Errors
4162,4162,Internal,Privilege Misuse
4163,4163,External,Lost and Stolen Assets
4164,4164,Internal,Miscellaneous Errors
4165,4165,Internal,Lost and Stolen Assets
4166,4166,External,Web Applications
4167,4167,Partner,Lost and Stolen Assets
4168,4168,External,Everything Else
4169,4169,External Internal,Miscellaneous Errors
4170,4170,Internal,Privilege Misuse
4171,4171,Internal,Miscellaneous Errors
4172,4172,External,Everything Else
4173,4173,External,Cyber-Espionage
4174,4174,Internal,Miscellaneous Errors
4175,4175,External,Lost and Stolen Assets
4176,4176,Internal,Privilege Misuse
4177,4177,External,Cyber-Espionage
4178,4178,External,Web Applications
4179,4179,Internal,Privilege Misuse
4180,4180,Internal,Miscellaneous Errors
4181,4181,Internal,Privilege Misuse
4182,4182,Internal,Miscellaneous Errors
4183,4183,Internal,Miscellaneous Errors
4184,4184,External,Web Applications
4185,4185,Internal,Miscellaneous Errors
4186,4186,External,Everything Else
4187,4187,External,Everything Else
4188,4188,Internal,Miscellaneous Errors
4189,4189,Partner,Privilege Misuse
4190,4190,External,Everything Else
4191,4191,Unknown,Everything Else
4192,4192,Internal,Miscellaneous Errors
4193,4193,Partner,Miscellaneous Errors
4194,4194,Internal,Miscellaneous Errors
4195,4195,External,Web Applications
4196,4196,External,Lost and Stolen Assets
4197,4197,Internal,Privilege Misuse
4198,4198,External,Lost and Stolen Assets
4199,4199,Internal,Miscellaneous Errors
4200,4200,Internal,Privilege Misuse
4201,4201,External,Everything Else
4202,4202,Internal,Privilege Misuse
4203,4203,Internal,Miscellaneous Errors
4204,4204,Internal,Miscellaneous Errors
4205,4205,External,Lost and Stolen Assets
4206,4206,Internal,Privilege Misuse
4207,4207,External,Everything Else
4208,4208,External,Everything Else
4209,4209,External,Lost and Stolen Assets
4210,4210,External,Lost and Stolen Assets
4211,4211,External,Web Applications
4212,4212,Internal,Privilege Misuse
4213,4213,External,Web Applications
4214,4214,Internal,Privilege Misuse
4215,4215,External,Everything Else
4216,4216,External,Lost and Stolen Assets
4217,4217,External,Web Applications
4218,4218,External,Everything Else
4219,4219,Internal,Privilege Misuse
4220,4220,Internal,Privilege Misuse
4221,4221,External,Everything Else
4222,4222,External,Lost and Stolen Assets
4223,4223,Partner,Miscellaneous Errors
4224,4224,External,Everything Else
4225,4225,External,Cyber-Espionage
4226,4226,Internal,Miscellaneous Errors
4227,4227,Partner,Miscellaneous Errors
4228,4228,Internal,Lost and Stolen Assets
4229,4229,Internal,Privilege Misuse
4230,4230,External,Lost and Stolen Assets
4231,4231,External,Web Applications
4232,4232,External,Web Applications
4233,4233,Internal,Privilege Misuse
4234,4234,External,Web Applications
4235,4235,External,Lost and Stolen Assets
4236,4236,External,Lost and Stolen Assets
4237,4237,Internal,Miscellaneous Errors
4238,4238,Internal,Privilege Misuse
4239,4239,Internal,Lost and Stolen Assets
4240,4240,External,Everything Else
4241,4241,Internal,Miscellaneous Errors
4242,4242,External,Everything Else
4243,4243,Internal,Privilege Misuse
4244,4244,External,Cyber-Espionage
4245,4245,Internal,Miscellaneous Errors
4246,4246,Internal,Privilege Misuse
4247,4247,Internal,Privilege Misuse
4248,4248,External,Cyber-Espionage
4249,4249,External,Web Applications
4250,4250,Internal,Miscellaneous Errors
4251,4251,External,Web Applications
4252,4252,External,Everything Else
4253,4253,Internal,Miscellaneous Errors
4254,4254,Internal,Miscellaneous Errors
4255,4255,External,Lost and Stolen Assets
4256,4256,External,Everything Else
4257,4257,External,Lost and Stolen Assets
4258,4258,Internal,Miscellaneous Errors
4259,4259,Internal,Privilege Misuse
4260,4260,Internal,Miscellaneous Errors
4261,4261,External,Denial of Service
4262,4262,Internal,Lost and Stolen Assets
4263,4263,Partner,Privilege Misuse
4264,4264,Internal,Everything Else
4265,4265,External,Lost and Stolen Assets
4266,4266,External,Everything Else
4267,4267,External,Everything Else
4268,4268,Internal,Miscellaneous Errors
4269,4269,Internal,Miscellaneous Errors
4270,4270,External,Web Applications
4271,4271,Internal,Privilege Misuse
4272,4272,Internal,Lost and Stolen Assets
4273,4273,External,Crimeware
4274,4274,Internal,Lost and Stolen Assets
4275,4275,Internal,Miscellaneous Errors
4276,4276,External,Everything Else
4277,4277,External,Everything Else
4278,4278,Internal,Miscellaneous Errors
4279,4279,External,Lost and Stolen Assets
4280,4280,Internal,Privilege Misuse
4281,4281,External,Everything Else
4282,4282,Internal,Privilege Misuse
4283,4283,Internal,Miscellaneous Errors
4284,4284,External,Cyber-Espionage
4285,4285,External,Web Applications
4286,4286,Internal,Lost and Stolen Assets
4287,4287,Internal,Privilege Misuse
4288,4288,External,Denial of Service
4289,4289,Internal,Miscellaneous Errors
4290,4290,External,Everything Else
4291,4291,Internal,Miscellaneous Errors
4292,4292,Internal,Miscellaneous Errors
4293,4293,External,Lost and Stolen Assets
4294,4294,External,Everything Else
4295,4295,External,Web Applications
4296,4296,External,Web Applications
4297,4297,External,Everything Else
4298,4298,External,Lost and Stolen Assets
4299,4299,Internal,Privilege Misuse
4300,4300,Internal,Miscellaneous Errors
4301,4301,External,Lost and Stolen Assets
4302,4302,External,Everything Else
4303,4303,Internal,Lost and Stolen Assets
4304,4304,Partner,Privilege Misuse
4305,4305,Internal,Privilege Misuse
4306,4306,External,Cyber-Espionage
4307,4307,Internal,Miscellaneous Errors
4308,4308,External,Lost and Stolen Assets
4309,4309,Internal,Privilege Misuse
4310,4310,External,Everything Else
4311,4311,External Internal,Privilege Misuse
4312,4312,Internal Partner,Miscellaneous Errors
4313,4313,External,Lost and Stolen Assets
4314,4314,Unknown,Everything Else
4315,4315,External,Cyber-Espionage
4316,4316,External,Everything Else
4317,4317,External,Web Applications
4318,4318,External,Denial of Service
4319,4319,External,Payment Card Skimmers
4320,4320,External,Everything Else
4321,4321,External,Denial of Service
4322,4322,Internal,Privilege Misuse
4323,4323,External Internal,Privilege Misuse
4324,4324,Internal,Privilege Misuse
4325,4325,External,Everything Else
4326,4326,Internal,Lost and Stolen Assets
4327,4327,Internal Partner,Privilege Misuse
4328,4328,External Internal,Privilege Misuse
4329,4329,Internal,Privilege Misuse
4330,4330,Partner,Miscellaneous Errors
4331,4331,External,Everything Else
4332,4332,Internal,Miscellaneous Errors
4333,4333,External,Crimeware
4334,4334,External Internal,Lost and Stolen Assets
4335,4335,Internal,Lost and Stolen Assets
4336,4336,External,Everything Else
4337,4337,External,Lost and Stolen Assets
4338,4338,Internal,Privilege Misuse
4339,4339,External,Lost and Stolen Assets
4340,4340,External,Everything Else
4341,4341,Internal,Privilege Misuse
4342,4342,Internal,Lost and Stolen Assets
4343,4343,Internal,Miscellaneous Errors
4344,4344,Internal,Miscellaneous Errors
4345,4345,External,Web Applications
4346,4346,External,Web Applications
4347,4347,External,Privilege Misuse
4348,4348,External,Everything Else
4349,4349,Internal,Miscellaneous Errors
4350,4350,Unknown,Lost and Stolen Assets
4351,4351,External,Web Applications
4352,4352,External,Lost and Stolen Assets
4353,4353,Partner,Miscellaneous Errors
4354,4354,External,Lost and Stolen Assets
4355,4355,External,Everything Else
4356,4356,Internal,Miscellaneous Errors
4357,4357,External,Everything Else
4358,4358,Internal,Privilege Misuse
4359,4359,Internal,Privilege Misuse
4360,4360,Partner,Miscellaneous Errors
4361,4361,Internal,Privilege Misuse
4362,4362,Internal,Lost and Stolen Assets
4363,4363,Internal,Lost and Stolen Assets
4364,4364,External,Lost and Stolen Assets
4365,4365,External,Everything Else
4366,4366,Internal,Miscellaneous Errors
4367,4367,Internal,Privilege Misuse
4368,4368,External,Web Applications
4369,4369,External,Crimeware
4370,4370,External,Lost and Stolen Assets
4371,4371,Internal,Privilege Misuse
4372,4372,External,Web Applications
4373,4373,External,Lost and Stolen Assets
4374,4374,External,Everything Else
4375,4375,Internal,Miscellaneous Errors
4376,4376,Internal,Privilege Misuse
4377,4377,External,Web Applications
4378,4378,Internal,Miscellaneous Errors
4379,4379,External Internal,Miscellaneous Errors
4380,4380,Partner,Miscellaneous Errors
4381,4381,External Internal,Miscellaneous Errors
4382,4382,External,Everything Else
4383,4383,External,Lost and Stolen Assets
4384,4384,Internal,Privilege Misuse
4385,4385,External,Everything Else
4386,4386,External,Web Applications
4387,4387,External,Web Applications
4388,4388,External,Everything Else
4389,4389,Internal,Privilege Misuse
4390,4390,Internal,Privilege Misuse
4391,4391,Internal,Miscellaneous Errors
4392,4392,External,Everything Else
4393,4393,Internal,Privilege Misuse
4394,4394,External,Web Applications
4395,4395,Unknown,Everything Else
4396,4396,External,Web Applications
4397,4397,External,Web Applications
4398,4398,Internal,Miscellaneous Errors
4399,4399,Internal,Privilege Misuse
4400,4400,External,Crimeware
4401,4401,Internal,Miscellaneous Errors
4402,4402,Internal,Miscellaneous Errors
4403,4403,Unknown,Everything Else
4404,4404,External,Lost and Stolen Assets
4405,4405,External,Web Applications
4406,4406,External,Everything Else
4407,4407,Internal,Lost and Stolen Assets
4408,4408,External Internal,Privilege Misuse
4409,4409,Internal,Miscellaneous Errors
4410,4410,Internal,Miscellaneous Errors
4411,4411,Internal,Miscellaneous Errors
4412,4412,Internal,Miscellaneous Errors
4413,4413,External,Web Applications
4414,4414,External,Payment Card Skimmers
4415,4415,Internal,Miscellaneous Errors
4416,4416,External,Lost and Stolen Assets
4417,4417,Internal,Lost and Stolen Assets
4418,4418,External,Everything Else
4419,4419,Internal,Privilege Misuse
4420,4420,Internal,Privilege Misuse
4421,4421,External,Lost and Stolen Assets
4422,4422,External,Everything Else
4423,4423,Internal,Privilege Misuse
4424,4424,Internal,Miscellaneous Errors
4425,4425,External,Everything Else
4426,4426,Internal,Privilege Misuse
4427,4427,Internal,Miscellaneous Errors
4428,4428,Internal,Lost and Stolen Assets
4429,4429,External,Denial of Service
4430,4430,Internal,Privilege Misuse
4431,4431,Internal,Miscellaneous Errors
4432,4432,Partner,Lost and Stolen Assets
4433,4433,External,Cyber-Espionage
4434,4434,Internal,Miscellaneous Errors
4435,4435,Internal,Miscellaneous Errors
4436,4436,Internal,Miscellaneous Errors
4437,4437,External,Lost and Stolen Assets
4438,4438,Internal,Miscellaneous Errors
4439,4439,External,Web Applications
4440,4440,External Internal,Privilege Misuse
4441,4441,External,Payment Card Skimmers
4442,4442,Internal,Miscellaneous Errors
4443,4443,Internal,Miscellaneous Errors
4444,4444,External,Crimeware
4445,4445,Internal,Miscellaneous Errors
4446,4446,External,Web Applications
4447,4447,Internal,Privilege Misuse
4448,4448,External,Everything Else
4449,4449,Internal,Miscellaneous Errors
4450,4450,Internal,Miscellaneous Errors
4451,4451,Internal,Privilege Misuse
4452,4452,Internal,Miscellaneous Errors
4453,4453,External,Denial of Service
4454,4454,External,Web Applications
4455,4455,External,Denial of Service
4456,4456,Internal,Privilege Misuse
4457,4457,Internal,Privilege Misuse
4458,4458,Partner,Privilege Misuse
4459,4459,Internal,Privilege Misuse
4460,4460,External,Miscellaneous Errors
4461,4461,External,Web Applications
4462,4462,External,Lost and Stolen Assets
4463,4463,External,Crimeware
4464,4464,External,Everything Else
4465,4465,External,Lost and Stolen Assets
4466,4466,Internal,Privilege Misuse
4467,4467,External,Web Applications
4468,4468,Partner,Miscellaneous Errors
4469,4469,Internal,Privilege Misuse
4470,4470,External,Everything Else
4471,4471,External Internal,Privilege Misuse
4472,4472,Internal,Miscellaneous Errors
4473,4473,Internal,Miscellaneous Errors
4474,4474,Internal,Miscellaneous Errors
4475,4475,Internal,Miscellaneous Errors
4476,4476,Internal,Miscellaneous Errors
4477,4477,Internal,Privilege Misuse
4478,4478,Internal,Miscellaneous Errors
4479,4479,External,Payment Card Skimmers
4480,4480,External,Crimeware
4481,4481,Internal,Miscellaneous Errors
4482,4482,External,Web Applications
4483,4483,Internal,Privilege Misuse
4484,4484,External,Everything Else
4485,4485,External,Lost and Stolen Assets
4486,4486,External,Cyber-Espionage
4487,4487,External,Web Applications
4488,4488,Internal,Miscellaneous Errors
4489,4489,Internal,Lost and Stolen Assets
4490,4490,Internal,Privilege Misuse
4491,4491,External Internal,Lost and Stolen Assets
4492,4492,External,Web Applications
4493,4493,External,Everything Else
4494,4494,Partner,Miscellaneous Errors
4495,4495,External,Lost and Stolen Assets
4496,4496,External,Everything Else
4497,4497,Internal,Miscellaneous Errors
4498,4498,External,Cyber-Espionage
4499,4499,External,Web Applications
4500,4500,External,Web Applications
4501,4501,Internal,Privilege Misuse
4502,4502,Internal,Lost and Stolen Assets
4503,4503,External,Web Applications
4504,4504,Internal,Lost and Stolen Assets
4505,4505,External,Everything Else
4506,4506,External,Point of Sale
4507,4507,External,Denial of Service
4508,4508,External,Lost and Stolen Assets
4509,4509,Internal,Point of Sale
4510,4510,Internal,Privilege Misuse
4511,4511,External,Everything Else
4512,4512,Internal,Privilege Misuse
4513,4513,Internal,Miscellaneous Errors
4514,4514,Internal,Privilege Misuse
4515,4515,Internal,Miscellaneous Errors
4516,4516,External,Everything Else
4517,4517,Internal,Miscellaneous Errors
4518,4518,External,Web Applications
4519,4519,Internal,Privilege Misuse
4520,4520,Internal,Miscellaneous Errors
4521,4521,Internal,Privilege Misuse
4522,4522,Internal,Miscellaneous Errors
4523,4523,External,Miscellaneous Errors
4524,4524,External,Everything Else
4525,4525,External Internal,Web Applications
4526,4526,Internal,Lost and Stolen Assets
4527,4527,External,Cyber-Espionage
4528,4528,Internal,Miscellaneous Errors
4529,4529,Internal,Privilege Misuse
4530,4530,Internal,Miscellaneous Errors
4531,4531,External,Payment Card Skimmers
4532,4532,Internal,Miscellaneous Errors
4533,4533,Internal,Privilege Misuse
4534,4534,External,Crimeware
4535,4535,Internal,Miscellaneous Errors
4536,4536,Internal,Privilege Misuse
4537,4537,External,Web Applications
4538,4538,Internal,Privilege Misuse
4539,4539,External,Everything Else
4540,4540,Internal,Miscellaneous Errors
4541,4541,Internal,Privilege Misuse
4542,4542,External,Everything Else
4543,4543,External,Lost and Stolen Assets
4544,4544,Internal,Miscellaneous Errors
4545,4545,External,Web Applications
4546,4546,Internal,Miscellaneous Errors
4547,4547,External,Cyber-Espionage
4548,4548,Internal,Miscellaneous Errors
4549,4549,Internal,Privilege Misuse
4550,4550,Internal,Miscellaneous Errors
4551,4551,Internal,Privilege Misuse
4552,4552,Internal,Privilege Misuse
4553,4553,External,Point of Sale
4554,4554,External,Cyber-Espionage
4555,4555,External,Web Applications
4556,4556,Internal,Privilege Misuse
4557,4557,Internal,Lost and Stolen Assets
4558,4558,Internal,Lost and Stolen Assets
4559,4559,External,Lost and Stolen Assets
4560,4560,Partner,Lost and Stolen Assets
4561,4561,External,Everything Else
4562,4562,External,Lost and Stolen Assets
4563,4563,External,Crimeware
4564,4564,Internal,Lost and Stolen Assets
4565,4565,Internal,Miscellaneous Errors
4566,4566,External,Web Applications
4567,4567,External,Everything Else
4568,4568,Internal,Miscellaneous Errors
4569,4569,External,Lost and Stolen Assets
4570,4570,External,Web Applications
4571,4571,Internal,Privilege Misuse
4572,4572,Internal,Miscellaneous Errors
4573,4573,Internal,Miscellaneous Errors
4574,4574,External,Payment Card Skimmers
4575,4575,Internal,Privilege Misuse
4576,4576,Internal,Privilege Misuse
4577,4577,Internal,Privilege Misuse
4578,4578,External,Everything Else
4579,4579,External,Web Applications
4580,4580,External,Web Applications
4581,4581,External,Lost and Stolen Assets
4582,4582,External,Everything Else
4583,4583,Unknown,Everything Else
4584,4584,Internal,Miscellaneous Errors
4585,4585,External,Everything Else
4586,4586,External,Lost and Stolen Assets
4587,4587,External,Everything Else
4588,4588,Unknown,Payment Card Skimmers
4589,4589,External,Web Applications
4590,4590,Internal,Miscellaneous Errors
4591,4591,Internal,Privilege Misuse
4592,4592,External,Web Applications
4593,4593,Internal,Miscellaneous Errors
4594,4594,External,Web Applications
4595,4595,Unknown,Lost and Stolen Assets
4596,4596,External,Crimeware
4597,4597,External,Cyber-Espionage
4598,4598,External,Web Applications
4599,4599,Internal,Miscellaneous Errors
4600,4600,External,Web Applications
4601,4601,External,Web Applications
4602,4602,Internal,Privilege Misuse
4603,4603,Internal,Privilege Misuse
4604,4604,External,Denial of Service
4605,4605,External,Lost and Stolen Assets
4606,4606,Internal,Privilege Misuse
4607,4607,External,Cyber-Espionage
4608,4608,External,Everything Else
4609,4609,Internal,Privilege Misuse
4610,4610,External,Payment Card Skimmers
4611,4611,External,Cyber-Espionage
4612,4612,External,Everything Else
4613,4613,External,Everything Else
4614,4614,Internal,Miscellaneous Errors
4615,4615,External,Denial of Service
4616,4616,External,Web Applications
4617,4617,Internal,Miscellaneous Errors
4618,4618,External,Lost and Stolen Assets
4619,4619,External,Payment Card Skimmers
4620,4620,Internal,Miscellaneous Errors
4621,4621,Internal,Miscellaneous Errors
4622,4622,External,Lost and Stolen Assets
4623,4623,External,Everything Else
4624,4624,External,Lost and Stolen Assets
4625,4625,External,Everything Else
4626,4626,Internal,Miscellaneous Errors
4627,4627,Internal,Miscellaneous Errors
4628,4628,External,Lost and Stolen Assets
4629,4629,Internal,Miscellaneous Errors
4630,4630,External,Cyber-Espionage
4631,4631,External,Everything Else
4632,4632,External,Denial of Service
4633,4633,Internal,Privilege Misuse
4634,4634,Internal,Lost and Stolen Assets
4635,4635,External,Lost and Stolen Assets
4636,4636,Internal,Miscellaneous Errors
4637,4637,External,Miscellaneous Errors
4638,4638,Internal,Miscellaneous Errors
4639,4639,External,Everything Else
4640,4640,Internal,Privilege Misuse
4641,4641,Internal,Privilege Misuse
4642,4642,External,Web Applications
4643,4643,External,Everything Else
4644,4644,Internal,Miscellaneous Errors
4645,4645,External Internal,Privilege Misuse
4646,4646,Internal,Privilege Misuse
4647,4647,Internal,Privilege Misuse
4648,4648,Internal,Lost and Stolen Assets
4649,4649,Internal,Miscellaneous Errors
4650,4650,External,Web Applications
4651,4651,External,Web Applications
4652,4652,External,Web Applications
4653,4653,External,Point of Sale
4654,4654,External,Lost and Stolen Assets
4655,4655,External,Web Applications
4656,4656,External,Lost and Stolen Assets
4657,4657,Internal,Miscellaneous Errors
4658,4658,Internal,Miscellaneous Errors
4659,4659,Internal,Privilege Misuse
4660,4660,Internal,Lost and Stolen Assets
4661,4661,External,Lost and Stolen Assets
4662,4662,Internal,Lost and Stolen Assets
4663,4663,Internal,Lost and Stolen Assets
4664,4664,Internal,Privilege Misuse
4665,4665,Internal,Miscellaneous Errors
4666,4666,Internal,Privilege Misuse
4667,4667,External,Lost and Stolen Assets
4668,4668,External,Lost and Stolen Assets
4669,4669,External,Lost and Stolen Assets
4670,4670,External,Web Applications
4671,4671,Internal,Privilege Misuse
4672,4672,External,Web Applications
4673,4673,Internal,Lost and Stolen Assets
4674,4674,External,Web Applications
4675,4675,External,Lost and Stolen Assets
4676,4676,Internal,Web Applications
4677,4677,External,Lost and Stolen Assets
4678,4678,Internal,Lost and Stolen Assets
4679,4679,External,Lost and Stolen Assets
4680,4680,Internal,Privilege Misuse
4681,4681,External,Crimeware
4682,4682,Internal,Privilege Misuse
4683,4683,Internal,Lost and Stolen Assets
4684,4684,External Internal,Privilege Misuse
4685,4685,Internal,Privilege Misuse
4686,4686,Internal,Miscellaneous Errors
4687,4687,Internal,Privilege Misuse
4688,4688,Internal,Privilege Misuse
4689,4689,External,Lost and Stolen Assets
4690,4690,Internal,Lost and Stolen Assets
4691,4691,External,Cyber-Espionage
4692,4692,External,Web Applications
4693,4693,Internal,Privilege Misuse
4694,4694,External,Everything Else
4695,4695,Internal,Privilege Misuse
4696,4696,Internal,Privilege Misuse
4697,4697,Internal,Lost and Stolen Assets
4698,4698,External,Web Applications
4699,4699,Internal,Miscellaneous Errors
4700,4700,External,Denial of Service
4701,4701,Internal,Privilege Misuse
4702,4702,Internal,Miscellaneous Errors
4703,4703,External,Everything Else
4704,4704,Internal,Privilege Misuse
4705,4705,External,Everything Else
4706,4706,Internal,Privilege Misuse
4707,4707,External,Lost and Stolen Assets
4708,4708,Internal,Privilege Misuse
4709,4709,External,Lost and Stolen Assets
4710,4710,External,Everything Else
4711,4711,Internal,Miscellaneous Errors
4712,4712,Internal,Lost and Stolen Assets
4713,4713,External,Cyber-Espionage
4714,4714,External,Lost and Stolen Assets
4715,4715,Internal,Privilege Misuse
4716,4716,External,Miscellaneous Errors
4717,4717,External,Crimeware
4718,4718,Internal,Privilege Misuse
4719,4719,Internal,Miscellaneous Errors
4720,4720,External,Lost and Stolen Assets
4721,4721,Internal,Miscellaneous Errors
4722,4722,External,Web Applications
4723,4723,Internal,Privilege Misuse
4724,4724,External,Web Applications
4725,4725,External,Payment Card Skimmers
4726,4726,Internal,Everything Else
4727,4727,External,Lost and Stolen Assets
4728,4728,External,Everything Else
4729,4729,Partner,Miscellaneous Errors
4730,4730,External,Payment Card Skimmers
4731,4731,External,Cyber-Espionage
4732,4732,Internal,Miscellaneous Errors
4733,4733,Unknown,Everything Else
4734,4734,Internal,Miscellaneous Errors
4735,4735,Internal,Miscellaneous Errors
4736,4736,Internal,Miscellaneous Errors
4737,4737,Unknown,Everything Else
4738,4738,External,Web Applications
4739,4739,External,Web Applications
4740,4740,Internal,Miscellaneous Errors
4741,4741,External,Web Applications
4742,4742,Partner,Miscellaneous Errors
4743,4743,Internal,Privilege Misuse
4744,4744,External,Lost and Stolen Assets
4745,4745,Partner,Miscellaneous Errors
4746,4746,Internal,Privilege Misuse
4747,4747,External,Everything Else
4748,4748,Internal,Miscellaneous Errors
4749,4749,Internal,Lost and Stolen Assets
4750,4750,External,Lost and Stolen Assets
4751,4751,External,Lost and Stolen Assets
4752,4752,Internal,Privilege Misuse
4753,4753,External,Lost and Stolen Assets
4754,4754,Internal,Miscellaneous Errors
